7,3,1,5,1,1,6,5,6,4,0,2,4,4,0.15
7,3,1,5,1,1,4,8,8,2,0,1,3,0,0.105
7,3,1,5,1,1,5,6,4,2,1,2,4,1,0.18
7,3,1,5,1,1,3,4,5,4,1,4,1,1,0.065
7,3,1,5,1,1,8,3,10,5,0,3,4,0,0.47
7,3,1,5,1,1,4,7,8,3,0,3,4,2,0.16
7,3,1,5,1,1,10,10,6,5,1,2,1,2,0.215
7,3,1,5,1,1,7,3,10,5,1,3,1,0,0.665
7,3,1,5,1,1,1,1,9,3,1,2,4,1,0.15
7,3,1,5,1,1,7,6,9,3,0,4,2,0,0.27
7,3,1,5,1,1,3,2,2,4,0,1,1,5,0.185
7,3,1,5,1,1,4,4,6,3,1,3,3,0,0.115
7,3,1,5,1,1,6,5,10,5,1,1,2,1,0.25
7,3,1,5,1,1,7,10,5,4,0,1,2,0,0.33
7,3,1,5,1,1,4,4,3,5,1,2,3,5,0.305
7,3,1,5,1,1,8,5,8,4,0,3,3,4,0.125
7,3,1,5,1,1,3,8,7,4,0,1,3,2,0.135
7,3,1,5,1,1,9,8,4,5,1,3,4,3,0.31
7,3,1,5,1,1,3,9,3,4,1,1,2,3,0.23
7,3,1,5,1,1,3,4,7,1,0,1,3,1,0.135
7,3,1,5,1,1,5,8,8,2,0,4,2,3,0.09
7,3,1,5,1,1,6,7,7,4,0,3,2,1,0.05
7,3,1,5,1,1,9,5,2,4,0,3,3,5,0.145
7,3,1,5,1,1,3,3,2,1,0,1,3,5,0.475
7,3,1,5,1,1,10,1,4,5,1,3,3,1,0.215
7,3,1,5,1,1,2,6,8,4,0,2,4,2,0.16
7,3,1,5,1,1,6,4,5,3,0,4,3,1,0.075
7,3,1,5,1,1,9,4,10,4,1,3,2,4,0.18
7,3,1,5,1,1,5,5,6,3,0,1,1,2,0.105
7,3,1,5,1,1,5,6,3,4,1,3,3,5,0.205
7,3,1,5,1,1,10,10,10,5,1,3,3,2,0.275
7,3,1,5,1,1,5,6,10,2,0,3,2,0,0.04
7,3,1,5,1,1,5,6,4,5,1,1,2,1,0.24
7,3,1,5,1,1,6,2,3,5,0,2,1,0,0.145
7,3,1,5,1,1,4,5,2,2,1,1,3,4,0.235
7,3,1,5,1,1,6,9,9,1,1,2,1,4,0.155
7,3,1,5,1,1,7,7,7,2,1,2,1,1,0.365
7,3,1,5,1,1,1,6,9,5,1,2,3,1,0.255
7,3,1,5,1,1,6,1,4,5,0,4,2,1,0.18
7,3,1,5,1,1,1,2,1,1,0,3,3,1,0.195
7,3,1,5,1,1,6,10,7,2,0,3,4,2,0.13
7,3,1,5,1,1,1,6,6,2,0,4,1,2,0.055
7,3,1,5,1,1,9,10,2,2,1,3,4,0,0.15
7,3,1,5,1,1,10,9,2,2,1,3,1,1,0.095
7,3,1,5,1,1,7,7,2,4,1,4,4,2,0.42
7,3,1,5,1,1,9,2,4,3,0,4,3,5,0.145
7,3,1,5,1,1,7,2,6,3,1,2,2,0,0.34
7,3,1,5,1,1,1,1,10,4,0,2,1,0,-0.005
7,3,1,5,1,1,8,3,8,3,0,3,3,1,0.325
7,3,1,5,1,1,8,10,4,1,1,2,2,5,0.21
7,3,1,5,1,1,9,7,10,1,1,4,1,0,0.045
7,3,1,5,1,1,1,7,9,1,1,2,2,1,0.1
7,3,1,5,1,1,1,2,1,5,0,1,4,2,0.4
7,3,1,5,1,1,8,1,8,3,0,2,4,0,0.11
7,3,1,5,1,1,7,5,8,4,0,1,1,5,0.435
7,3,1,5,1,1,2,6,10,5,1,2,4,1,0.28
7,3,1,5,1,1,8,1,7,3,0,3,3,1,0.075
7,3,1,5,1,1,4,8,3,1,0,1,2,2,0.12
7,3,1,5,1,1,1,6,2,1,1,4,1,0,0.045
7,3,1,5,1,1,3,8,8,1,1,2,2,2,0.11
7,3,1,5,1,1,7,6,5,3,1,4,2,3,0.41
7,3,1,5,1,1,4,6,9,1,0,3,1,0,0.045
7,3,1,5,1,1,10,2,10,2,1,4,4,1,0.14
7,3,1,5,1,1,6,4,3,2,1,3,1,0,0.095
7,3,1,5,1,1,3,7,4,2,0,3,1,2,0.055
7,3,1,5,1,1,6,1,3,3,0,1,2,3,0.15
7,3,1,5,1,1,5,7,3,5,1,3,4,3,0.29
7,3,1,5,1,1,5,8,2,1,0,2,4,1,0.11
7,3,1,5,1,1,6,2,2,1,1,2,3,2,0.135
7,3,1,5,1,1,8,9,2,3,0,2,1,3,0.085
7,3,1,5,1,1,6,7,2,2,1,4,4,3,0.18
7,3,1,5,1,1,6,10,10,2,1,3,3,4,0.185
7,3,1,5,1,1,8,5,2,1,0,1,3,3,0.195
7,3,1,5,1,1,10,5,1,3,1,2,3,1,0.225
7,3,1,5,1,1,4,3,1,4,0,2,3,3,0.505
7,3,1,5,1,1,3,10,9,3,1,2,4,5,0.26
7,3,1,5,1,1,5,7,2,3,0,1,3,2,0.165
7,3,1,5,1,1,7,8,1,1,1,3,1,1,0.435
